Kp_real;Bz_GSM;Density;Speed;Magnitud_IMF
0,333;0,176906752;-0,513642037;-0,004813695;-0,474324055
0,333;0,143079867;-0,453221968;-0,084157678;-0,572920108
0,333;0,109252983;-0,473361991;-0,153583664;-0,572920108
0;0,210733636;-0,513642037;-0,242845646;-0,540054757
0;0,244560521;-0,654622198;-0,292435635;-0,474324055
0;0,244560521;-0,674762221;-0,292435635;-0,408593354
0,333;0,481348713;-0,694902243;-0,361861621;-0,408593354
0,333;0,481348713;-0,453221968;-0,272599639;-0,441458705
0,333;0,31221429;-0,110841579;-0,12382967;-0,441458705
0,333;0,582829367;-0,211541693;-0,014731692;-0,441458705
0,333;0,582829367;-0,211541693;0,134038277;-0,507189406
0,333;-0,05988144;-0,211541693;0,153874273;-0,474324055
1,667;0,007772329;-0,171261647;0,143956275;-0,605785458
1,667;-0,837899786;-0,070561533;-0,014731692;-0,605785458
1,667;-1,108514863;-0,090701556;0,044776295;-0,178535898
0,02;1,191713289;0,050278605;0,084448287;-0,112805197
0,02;-0,398150286;0,030138582;0,044776295;-0,014209144
0,02;-1,108514863;0,070418628;0,074530289;-0,178535898
1,667;0,075426098;-0,090701556;-0,07423968;-0,178535898
1,667;0,582829367;-0,110841579;-0,07423968;-0,342862652
1,667;0,447521829;-0,352521854;-0,143665666;-0,507189406
0,667;0,176906752;-0,735182289;-0,143665666;-0,704381511
0,667;0,007772329;-0,795602358;-0,17341966;-0,737246862
0,667;0,109252983;-0,87616245;-0,213091652;-0,835842914
0,667;0,176906752;-0,775462335;-0,232927648;-0,737246862
0,667;0,109252983;-0,715042266;-0,262681641;-0,737246862
0,667;0,244560521;-0,634482175;-0,312271631;-0,507189406
0,667;0,007772329;-0,755322312;-0,391615615;-0,408593354
0,667;0,007772329;-0,694902243;-0,441205605;-0,572920108
0,667;0,075426098;-0,634482175;-0,421369609;-0,770112212
0,667;0,075426098;-0,594202129;-0,461041601;-0,835842914
0,667;0,278387406;-0,453221968;-0,520549588;-0,934438966
0,667;0,244560521;-0,473361991;-0,599893572;-0,934438966
0;0,041599213;-0,473361991;-0,60981157;-0,967304317
0;0,075426098;-0,453221968;-0,65940156;-1,000169668
0;0,007772329;-0,513642037;-0,649483562;-0,934438966
0,333;0,041599213;-0,574062106;-0,689155554;-0,901573616
0,333;-0,026054556;-0,473361991;-0,708991549;-1,065900369
0,333;-0,05988144;-0,292101785;-0,699073552;-1,065900369
0,667;0,007772329;-0,151121624;-0,639565564;-1,065900369
0,667;-0,093708325;0,110698674;-0,629647566;-1,000169668
0,667;0,041599213;0,29195888;-0,639565564;-1,131631071
0,667;-0,262842748;0,372518972;-0,708991549;-1,361688526
0,667;0,109252983;0,251678834;-0,798253531;-1,09876572
0,667;0,007772329;0,29195888;-0,788335533;-1,000169668
0,01;0,413694944;0,372518972;-0,808171529;-0,967304317
0,01;0,549002482;0,473219086;-0,808171529;-0,967304317
0,01;0,447521829;0,533639155;-0,798253531;-1,000169668
0,667;0,650483136;0,694759339;-0,808171529;-0,737246862
0,667;0,379868059;0,936439614;-0,847843521;-0,835842914
0,667;0,379868059;1,11769982;-0,877597515;-0,737246862
0,667;-0,195188979;0,97671966;-0,758581539;-0,572920108
0,667;-0,093708325;0,594059224;-0,788335533;-0,704381511
0,667;-0,49963094;0,191258765;-0,808171529;-0,375728003
1,667;-0,364323402;0,251678834;-0,808171529;-0,408593354
1,667;-1,040861093;0,533639155;-0,837925523;-0,408593354
1,667;-0,262842748;0,573919201;-0,808171529;0,15011761
1,667;-0,093708325;0,694759339;-0,748663541;-0,2442666
1,667;-0,533457825;0,795459453;-0,768499537;-0,309997301
1,667;-0,398150286;0,916299591;-0,689155554;-0,277131951
3,333;0,143079867;0,97671966;-0,629647566;-0,047074495
3,333;-1,954186977;0,916299591;-0,649483562;0,347309714
3,333;-1,717398785;0,996859683;-0,758581539;0,741693924
2,667;-1,176168632;1,379520118;-0,738745543;0,971751379
2,667;-0,49963094;2,42680131;-0,679237556;1,070347431
2,667;1,56380902;2,668481585;-0,669319558;0,840289976
1,667;1,360847712;2,890021838;-0,758581539;0,675963222
1,667;0,549002482;1,60106037;-0,570139578;1,070347431
1,667;-0,364323402;0,432939041;-0,451123603;1,300404887
2,667;-0,12753521;0,63433927;-0,480877596;1,168943484
2,667;-1,480610593;0,896159568;-0,490795594;1,070347431
2,667;-1,209995516;0,956579637;-0,470959599;0,906020678
0,03;-1,007034209;1,278820003;-0,470959599;1,234674185
0,03;0,650483136;0,332238926;-0,580057576;1,596193044
0,03;0,413694944;0,392658995;-0,431287607;2,384961463
3,333;0,921098213;1,500360256;-0,113911672;4,093959703
3,333;3,931690941;1,379520118;-0,07423968;3,502383389
3,333;3,458114557;1,399660141;-0,133747668;3,469518039
0,02;3,255153249;1,198259912;-0,084157678;2,746480321
0,02;3,288980134;0,271818857;-0,143665666;3,272325934
0,02;3,458114557;-0,614342152;-0,193255656;3,370921986
2,667;2,00355852;0,674619316;-0,272599639;2,28636541
2,667;2,74774998;-0,211541693;-0,699073552;2,976537777
2,667;2,81540375;-0,19140167;-0,699073552;3,009403128
2,667;1,090232636;-0,594202129;0,223300259;2,910807075
2,667;-0,668765363;-0,030281487;0,292726244;2,647884269
2,667;-1,345303055;-0,513642037;0,709282158;2,615018918
4,333;-1,954186977;-0,352521854;0,560512189;2,647884269
4,333;-2,799859092;-0,211541693;0,530758195;2,549288217
4,333;-1,142341747;0,573919201;0,233218256;1,793385149
4,333;2,00355852;0,352378949;-0,272599639;1,793385149
4,333;1,462328366;0,171118743;-0,183337658;1,694789096
4,333;-0,567284709;2,28582115;0,332398236;0,741693924
2,667;1,022578866;0,996859683;0,501004201;0,938886028
2,667;0,718136905;-0,574062106;0,510922199;0,971751379
2,667;0,853444444;-1,117842725;0,530758195;0,971751379
1,667;0,819617559;-0,997002587;0,768790146;0,971751379
1,667;1,665289674;-0,715042266;0,907642118;1,136078133
1,667;2,240346712;-0,835882404;0,580348185;1,037482081
0,03;2,274173596;-0,755322312;0,679528165;1,037482081
0,03;2,443308019;-0,775462335;0,540676193;1,267539536
0,03;0,616656251;0,15097872;0,193546265;1,00461673
3,333;0,819617559;1,077419774;0,143956275;0,807424625
3,333;2,37565425;0,050278605;0,134038277;0,938886028
3,333;1,665289674;0,654479293;0,074530289;0,741693924
1,667;1,665289674;1,258679981;0,253054252;0,18298296
1,667;2,105039173;0,996859683;0,253054252;0,314444364
1,667;2,206519827;0,896159568;0,163792271;0,380175065
0,02;1,090232636;1,862880668;0,173710269;-0,014209144
0,02;-0,026054556;1,923300737;0,173710269;-0,540054757
0,02;0,481348713;0,372518972;0,143956275;-0,507189406
1,333;0,718136905;-0,271961762;0,024940299;-0,277131951
1,333;0,447521829;-0,352521854;0,024940299;-0,572920108
1,333;-0,871726671;-0,332381831;0,094366285;-0,737246862
1,333;0,210733636;-0,312241808;0,005104303;-0,934438966
1,333;-0,49963094;-0,332381831;-0,103993674;-0,934438966
1,333;0,244560521;-0,3928019;-0,103993674;-1,000169668
0,667;-0,026054556;-0,3928019;-0,153583664;-1,065900369
0,667;0,075426098;-0,372661877;-0,113911672;-1,033035019
0,667;-0,465804055;-0,3928019;-0,07423968;-0,901573616
0,01;0,007772329;-0,352521854;-0,064321682;-0,835842914
0,01;0,31221429;-0,412941922;-0,133747668;-0,802977563
0,01;0,278387406;-0,3928019;-0,153583664;-0,868708265
0,667;0,109252983;-0,332381831;-0,193255656;-0,901573616
0,667;-0,431977171;-0,352521854;-0,17341966;-0,802977563
0,667;-0,736419132;-0,352521854;-0,163501662;-0,802977563
1,667;-0,296669633;-0,211541693;-0,17341966;-0,901573616
1,667;-0,161362094;-0,130981602;-0,17341966;-0,934438966
1,667;0,075426098;-0,110841579;-0,203173654;-0,835842914
0,01;0,379868059;-0,070561533;-0,262681641;-0,770112212
0,01;0,650483136;-0,110841579;-0,262681641;-0,638650809
0,01;-0,398150286;-0,090701556;-0,22300965;-0,737246862
1,333;0,447521829;-0,211541693;-0,282517637;-0,572920108
1,333;-0,05988144;-0,372661877;-0,371779619;-0,474324055
1,333;-0,161362094;-0,312241808;-0,490795594;-0,441458705
0,01;0,515175598;-0,251821739;-0,540385584;-0,474324055
0,01;0,718136905;-0,312241808;-0,65940156;-0,572920108
0,01;0,650483136;-0,130981602;-0,679237556;-0,638650809
0,333;0,582829367;0,271818857;-0,639565564;-0,868708265
0,333;0,379868059;0,312098903;-0,679237556;-0,868708265
0,333;-0,093708325;0,271818857;-0,689155554;-0,835842914
0,333;0,143079867;0,312098903;-0,758581539;-0,934438966
0,333;0,007772329;0,271818857;-0,798253531;-1,000169668
0,333;0,041599213;0,171118743;-0,808171529;-0,967304317
0,333;-0,229015863;0,090558651;-0,857761519;-0,901573616
0,333;-0,634938478;0,251678834;-0,837925523;-0,704381511
0,333;-0,702592248;0,412799018;-0,877597515;-0,638650809
0,01;-0,465804055;0,533639155;-0,907351509;-0,704381511
0,01;-0,330496517;0,231538811;-0,917269507;-0,67151616
0,01;-0,465804055;-0,231681716;-0,728827545;-0,474324055
1,667;-0,871726671;-0,171261647;-0,708991549;-0,441458705
1,667;-0,702592248;-0,312241808;-0,768499537;-0,540054757
1,667;-0,161362094;-0,412941922;-0,917269507;-0,408593354
0,333;-0,229015863;-0,19140167;-0,768499537;-0,507189406
0,333;-0,195188979;-0,231681716;-0,808171529;-0,572920108
0,333;-0,296669633;-0,211541693;-0,778417535;-0,507189406
0,333;-0,296669633;-0,231681716;-0,808171529;-0,540054757
0,333;-0,161362094;-0,332381831;-0,887515513;-0,572920108
0,333;0,075426098;-0,493502014;-1,066039476;-0,638650809
0;0,041599213;-0,453221968;-1,04620348;-0,67151616
0;0,278387406;-0,412941922;-1,056121478;-0,605785458
0;0,447521829;-0,553922083;-1,125547464;-0,67151616
0,333;0,31221429;-0,594202129;-1,165219455;-0,737246862
0,333;0,447521829;-0,614342152;-1,155301457;-0,737246862
0,333;0,109252983;-0,513642037;-1,185055451;-0,67151616
0,333;0,31221429;-0,453221968;-1,185055451;-0,638650809
0,333;0,379868059;-0,473361991;-1,175137453;-0,605785458
0,333;0,582829367;-0,231681716;-1,085875472;-0,638650809
0;0,515175598;-0,030281487;-1,085875472;-0,770112212
0;0,447521829;-0,090701556;-1,09579347;-0,737246862
0;0,278387406;-0,05042151;-1,204891447;-0,770112212
0,333;0,041599213;0,130838697;-1,14538346;-0,868708265
0,333;0,379868059;0,090558651;-1,115629466;-0,802977563
0,333;0,075426098;0,090558651;-1,204891447;-0,802977563
0,667;0,075426098;0,332238926;-1,085875472;-0,802977563
0,667;-0,398150286;0,412799018;-1,056121478;-0,309997301
0,667;0,176906752;0,513499132;-1,04620348;-0,014209144
0,667;0,109252983;0,795459453;-1,066039476;-0,178535898
0,667;0,244560521;0,936439614;-1,09579347;-0,2442666
0,667;0,379868059;0,936439614;-1,09579347;-0,309997301
0,667;0,244560521;1,11769982;-1,075957474;-0,441458705
0,667;-0,533457825;1,178119889;-1,075957474;-0,277131951
0,667;-0,364323402;0,77531943;-1,026367484;0,15011761
1,333;0,481348713;0,513499132;-1,006531488;0,511636468
1,333;0,041599213;0,896159568;-0,897433511;0,478771117
1,333;0,379868059;0,493359109;-0,867679517;-0,112805197
0,01;-0,026054556;0,876019545;-0,788335533;0,347309714
0,01;0,413694944;0,312098903;-0,728827545;-0,047074495
0,01;-0,601111594;0,896159568;-0,689155554;-0,277131951
1,667;-0,634938478;0,755179407;-0,748663541;-0,047074495
1,667;-0,026054556;1,057279751;-0,748663541;-0,277131951
1,667;-0,364323402;0,956579637;-0,758581539;0,117252259
1,667;-1,108514863;0,594059224;-0,748663541;-0,047074495
1,667;-0,026054556;0,77531943;-0,867679517;-0,309997301
1,667;-0,49963094;0,533639155;-0,818089527;0,117252259
1,333;-1,243822401;0,352378949;-0,808171529;0,18298296
1,333;-1,31147617;0,191258765;-0,907351509;0,051521557
1,333;-0,837899786;0,231538811;-0,808171529;-0,047074495
0,03;-1,379129939;0,412799018;-0,639565564;0,347309714
0,03;-0,668765363;0,271818857;-0,718909547;0,380175065
0,03;0,447521829;0,050278605;-0,788335533;0,314444364
0,02;0,041599213;-0,513642037;-0,361861621;0,445905767
0,02;-0,567284709;-0,130981602;-0,351943623;0,478771117
0,02;0,244560521;0,15097872;-0,302353633;0,314444364
1,333;0,143079867;0,130838697;-0,064321682;-0,047074495
1,333;0,515175598;0,070418628;-0,084157678;-0,047074495
1,333;1,056405751;0,030138582;-0,094075676;-0,014209144
0,333;1,225540174;0,090558651;-0,153583664;-0,014209144
0,333;0,210733636;0,251678834;-0,282517637;0,018656206
0,333;0,481348713;0,15097872;-0,312271631;-0,014209144
0,333;0,582829367;0,110698674;-0,332107627;-0,112805197
0,333;0,109252983;0,070418628;-0,282517637;-0,211401249
0,333;0,176906752;0,130838697;-0,242845646;-0,277131951
0,667;0,109252983;0,231538811;-0,262681641;-0,2442666
0,667;-0,465804055;0,231538811;-0,351943623;-0,047074495
0,667;-0,05988144;0,392658995;-0,351943623;-1,131631071
0,01;-0,161362094;0,352378949;-0,431287607;-0,901573616
0,01;-0,465804055;0,231538811;-0,421369609;-0,572920108
0,01;-0,364323402;0,030138582;-0,411451611;-0,704381511
0,01;0,210733636;-0,030281487;-0,60981157;-0,408593354
0,01;-0,229015863;-0,171261647;-0,282517637;-0,474324055
0,01;-0,12753521;-0,332381831;-0,540385584;-0,441458705
1,333;-0,026054556;-0,433081945;-0,599893572;-0,507189406
1,333;-0,093708325;-0,312241808;-0,669319558;-0,67151616
1,333;-0,093708325;-0,130981602;-0,758581539;-0,474324055
0,01;-0,12753521;-0,19140167;-0,808171529;-0,408593354
0,01;-0,161362094;-0,271961762;-0,788335533;-0,375728003
0,01;-0,465804055;0,110698674;-0,897433511;-0,638650809
0,333;-0,093708325;0,352378949;-0,917269507;-0,507189406
0,333;0,413694944;0,332238926;-0,956941498;-0,2442666
0,333;0,616656251;0,171118743;-0,877597515;-0,211401249
0,333;0,379868059;0,271818857;-0,937105502;-0,408593354
0,333;0,31221429;-0,030281487;-0,818089527;-0,770112212
0,333;0,075426098;-0,130981602;-0,748663541;-0,835842914
0,667;-0,05988144;-0,151121624;-0,708991549;-0,704381511
0,667;0,075426098;-0,211541693;-0,728827545;-0,770112212
0,667;0,176906752;-0,19140167;-0,808171529;-1,000169668
0,333;-0,398150286;-0,251821739;-0,768499537;-0,802977563
0,333;-0,026054556;-0,110841579;-0,927187505;-1,295957825
0,333;-0,05988144;-0,130981602;-0,828007525;-1,09876572
0,333;0,143079867;0,050278605;-0,778417535;-1,000169668
0,333;0,176906752;0,070418628;-0,818089527;-1,164496422
0,333;-0,634938478;0,050278605;-0,877597515;-0,704381511
0,667;-0,262842748;0,030138582;-0,966859496;-0,67151616
0,667;-0,195188979;0,110698674;-1,036285482;-0,638650809
0,667;-0,330496517;0,171118743;-0,976777494;-0,67151616
0,333;-0,398150286;0,15097872;-0,986695492;-0,67151616
0,333;-0,330496517;0,231538811;-0,976777494;-0,770112212
0,333;-0,364323402;0,352378949;-1,006531488;-0,704381511
0,05;-0,93938044;1,46008021;-0,778417535;0,051521557
0,05;-2,596897784;3,091422067;-0,530467586;1,103212782
0,05;-2,055667631;4,722763924;-0,51063159;0,840289976
0,03;-0,736419132;6,8978864;-0,530467586;0,741693924
0,03;1,022578866;7,965307615;-0,580057576;0,708828573
0,03;-0,05988144;10,26127023;-0,520549588;0,445905767
0,02;1,93590475;2,024000852;-0,232927648;1,43186629
0,02;2,74774998;1,198259912;-0,014731692;1,399000939
0,02;0,075426098;1,238539958;0,094366285;1,629058395
5,333;-3,442569899;1,298960026;0,391906224;2,154904007
5,333;0,549002482;0,352378949;0,501004201;2,187769358
5,333;-0,330496517;0,493359109;0,639856173;1,727654447
0,02;0,007772329;0,614199247;0,669610167;1,661923746
0,02;1,327020828;0,231538811;0,550594191;2,122038656
0,02;1,597635904;0,070418628;0,540676193;2,549288217
0,03;0,650483136;0,29195888;0,540676193;2,516422866
0,03;-2,1233214;0,412799018;0,689446162;2,384961463
0,03;-0,398150286;0,332238926;0,689446162;1,990577253
0,04;-0,770246017;-0,010141464;1,076248083;1,464731641
0,04;-1,615918131;-0,171261647;1,433296009;0,774559274
0,04;-0,49963094;-0,271961762;1,413460013;0,741693924
3,333;-1,108514863;-0,292101785;1,393624017;0,840289976
3,333;-1,176168632;-0,352521854;1,264690044;0,873155327
3,333;-0,49963094;-0,251821739;1,056412087;0,380175065
3,333;0,549002482;-0,372661877;0,828298134;0,478771117
3,333;0,109252983;-0,352521854;1,106002077;-0,211401249
3,333;-0,093708325;-0,594202129;1,433296009;-0,540054757
3,667;0,041599213;-0,775462335;1,542393987;-0,802977563
3,667;-0,398150286;-0,795602358;1,482885999;-0,605785458
3,667;0,007772329;-0,856022427;1,591983976;-0,67151616
1,667;0,143079867;-0,896302473;1,661409962;-0,704381511
1,667;0,007772329;-0,896302473;1,740753946;-0,67151616
1,667;0,346041175;-0,916442496;1,879605917;-0,737246862
0,01;0,109252983;-0,87616245;1,77050794;-0,572920108
0,01;0,481348713;-0,815742381;1,77050794;-0,474324055
0,01;0,278387406;-0,856022427;1,562229983;-0,277131951
0,667;0,718136905;-0,775462335;1,453132005;-0,079939846
0,667;0,616656251;-0,856022427;1,175428062;0,478771117
0,667;0,853444444;-0,815742381;1,195264058;0,741693924
0,01;1,090232636;-0,674762221;1,244854048;0,741693924
0,01;0,650483136;-0,594202129;1,175428062;0,675963222
0,01;1,090232636;-0,3928019;1,18534606;0,774559274
0,667;1,496155251;-0,19140167;1,195264058;0,873155327
0,667;1,665289674;-0,211541693;1,046494089;0,938886028
0,667;2,071212289;-0,110841579;1,056412087;0,971751379
1,667;2,037385404;-0,211541693;0,917560115;1,300404887
1,667;1,665289674;-0,05042151;1,155592066;1,300404887
1,667;1,327020828;0,070418628;1,433296009;0,708828573
1,667;1,699116558;0,110698674;1,33411603;0,807424625
1,667;1,191713289;-0,090701556;1,244854048;1,201808835
1,667;0,447521829;-0,211541693;1,304362036;1,070347431
2,333;1,462328366;-0,312241808;1,363870023;0,938886028
2,333;0,143079867;-0,53378206;1,839933925;-0,112805197
2,333;0,718136905;-0,896302473;2,077965876;-0,605785458
2,333;-0,12753521;-0,896302473;2,196981852;-0,67151616
2,333;-0,364323402;-0,956722542;2,216817848;-0,67151616
2,333;0,176906752;-0,976862564;2,127555866;-0,770112212
1,333;0,210733636;-0,976862564;1,949031903;-0,868708265
1,333;0,379868059;-0,936582519;1,968867899;-0,901573616
1,333;0,041599213;-0,87616245;1,909359911;-0,934438966
1,667;-0,195188979;-0,856022427;1,879605917;-0,967304317
1,667;-0,093708325;-0,815742381;1,810179931;-1,000169668
1,667;0,109252983;-0,835882404;1,681245958;-1,033035019
0,02;0,176906752;-0,795602358;1,691163956;-0,802977563
0,02;-0,229015863;-0,896302473;1,562229983;-0,835842914
0,02;-0,195188979;-0,87616245;1,443214007;-0,967304317
0,01;-0,161362094;-0,835882404;1,28452604;-0,934438966
0,01;0,075426098;-0,815742381;1,244854048;-1,033035019
0,01;0,413694944;-0,815742381;1,106002077;-1,000169668
1,333;-0,330496517;-0,815742381;1,115920075;-0,934438966
1,333;-0,49963094;-0,715042266;1,066330085;-0,901573616
1,333;-0,12753521;-0,694902243;0,967150105;-0,835842914
0,01;-0,364323402;-0,735182289;0,977068103;-0,802977563
0,01;0,31221429;-0,715042266;0,89772412;-0,934438966
0,01;0,785790674;-0,735182289;0,967150105;-0,835842914
0,667;0,210733636;-0,715042266;0,967150105;-0,704381511
0,667;-0,330496517;-0,735182289;0,89772412;-0,704381511
0,667;0,346041175;-0,654622198;0,828298134;-0,737246862
0,667;-0,533457825;-0,674762221;0,778708144;-0,835842914
0,667;-0,567284709;-0,674762221;0,669610167;-0,802977563
0,667;-0,262842748;-0,715042266;0,620020177;-0,802977563
0,667;-0,093708325;-0,755322312;0,659692169;-0,868708265
0,667;0,549002482;-0,775462335;0,600184181;-0,967304317
0,667;0,176906752;-0,815742381;0,600184181;-0,868708265
0,01;-0,364323402;-0,835882404;0,639856173;-0,901573616
0,01;0,143079867;-0,815742381;0,620020177;-0,967304317
0,01;0,041599213;-0,815742381;0,610102179;-1,131631071
1,333;-0,161362094;-0,815742381;0,580348185;-1,000169668
1,333;0,109252983;-0,795602358;0,431578216;-1,09876572
1,333;0,007772329;-0,755322312;0,31256224;-1,164496422
0,667;0,176906752;-0,694902243;0,233218256;-1,164496422
0,667;0,075426098;-0,674762221;0,173710269;-1,09876572
0,667;0,447521829;-0,735182289;0,183628267;-0,901573616
0,667;0,346041175;-0,674762221;0,124120279;-0,934438966
0,667;0,143079867;-0,513642037;0,153874273;-1,033035019
0,667;-0,026054556;-0,493502014;0,173710269;-0,901573616
0,667;0,143079867;-0,3928019;0,084448287;-1,263092474
0,667;0,041599213;-0,412941922;0,104284283;-1,09876572
0,667;-0,12753521;-0,513642037;0,005104303;-0,967304317
0,667;-0,093708325;-0,53378206;-0,054403684;-0,934438966
0,667;-0,296669633;-0,53378206;-0,054403684;-0,868708265
0,667;0,210733636;-0,53378206;-0,242845646;-0,802977563
0,333;0,718136905;-0,594202129;-0,252763643;-0,737246862
0,333;-0,026054556;-0,553922083;-0,272599639;-0,835842914
0,333;-0,093708325;-0,493502014;-0,302353633;-0,901573616
0,333;0,109252983;-0,433081945;-0,213091652;-0,835842914
0,333;-0,195188979;-0,412941922;-0,262681641;-0,737246862
0,333;-0,804072901;-0,473361991;-0,282517637;-0,737246862
1,333;-0,026054556;-0,433081945;-0,262681641;-0,737246862
1,333;-0,871726671;-0,352521854;-0,342025625;-0,802977563
1,333;-0,05988144;-0,3928019;-0,361861621;-0,835842914
0,667;0,143079867;-0,412941922;-0,381697617;-0,967304317
0,667;-0,12753521;-0,332381831;-0,342025625;-1,263092474
0,667;0,109252983;-0,332381831;-0,381697617;-1,033035019
0,667;0,075426098;-0,352521854;-0,361861621;-1,09876572
0,667;0,041599213;-0,332381831;-0,431287607;-1,09876572
0,667;-0,093708325;-0,352521854;-0,431287607;-1,033035019
0,01;0,176906752;-0,332381831;-0,500713592;-0,868708265
0,01;0,109252983;-0,292101785;-0,480877596;-0,934438966
0,01;0,176906752;-0,292101785;-0,480877596;-0,967304317
0,333;0,244560521;-0,271961762;-0,500713592;-1,000169668
0,333;0,075426098;-0,211541693;-0,56022158;-1,033035019
0,333;-0,330496517;-0,19140167;-0,530467586;-1,065900369
0,333;-0,398150286;-0,171261647;-0,550303582;-1,000169668
0,333;-0,364323402;-0,211541693;-0,51063159;-0,835842914
0,333;0,075426098;-0,171261647;-0,520549588;-0,868708265
0,333;0,244560521;-0,110841579;-0,550303582;-0,835842914
0,333;0,041599213;-0,010141464;-0,570139578;-0,901573616
0,333;0,31221429;-0,010141464;-0,570139578;-0,868708265
0,333;0,413694944;0,030138582;-0,589975574;-0,868708265
0,333;0,31221429;-0,05042151;-0,649483562;-0,770112212
0,333;0,346041175;-0,090701556;-0,669319558;-0,770112212
0,667;0,210733636;-0,251821739;-0,728827545;-0,770112212
0,667;-0,05988144;-0,211541693;-0,718909547;-0,770112212
0,667;0,176906752;-0,090701556;-0,689155554;-0,704381511
0,667;0,244560521;-0,211541693;-0,748663541;-0,638650809
0,667;-0,330496517;-0,070561533;-0,748663541;-0,737246862
0,667;-0,026054556;0,009998559;-0,708991549;-0,605785458
0,333;0,921098213;0,432939041;-0,619729568;-0,309997301
0,333;0,887271328;0,513499132;-0,649483562;-0,408593354
0,333;0,549002482;0,594059224;-0,629647566;-0,638650809
0,333;0,549002482;0,473219086;-0,589975574;-0,638650809
0,333;0,616656251;0,271818857;-0,689155554;-0,605785458
0,333;0,007772329;0,553779178;-0,639565564;-1,000169668
0,667;0,244560521;0,473219086;-0,699073552;-0,967304317
0,667;0,244560521;0,553779178;-0,748663541;-1,000169668
0,667;-0,296669633;0,533639155;-0,768499537;-1,033035019
0,01;-0,296669633;0,312098903;-0,818089527;-0,868708265
0,01;-0,465804055;0,271818857;-0,837925523;-0,868708265
0,01;-0,262842748;0,392658995;-0,867679517;-0,967304317
0,667;-0,465804055;0,493359109;-0,907351509;-1,09876572
0,667;-0,195188979;0,332238926;-0,917269507;-0,967304317
0,667;-0,161362094;0,412799018;-0,897433511;-1,000169668
0,333;0,244560521;0,493359109;-0,9470235;-0,901573616
0,333;0,143079867;0,473219086;-0,976777494;-0,802977563
0,333;0,244560521;0,412799018;-0,99661349;-0,901573616
0,333;0,481348713;0,412799018;-0,99661349;-0,901573616
0,333;0,447521829;0,614199247;-1,026367484;-1,065900369
0,333;0,007772329;0,714899362;-1,056121478;-1,263092474
0,667;-0,49963094;0,63433927;-1,04620348;-0,934438966
0,667;-0,05988144;1,037139728;-1,016449486;-1,328823176
0,667;0,007772329;0,77531943;-0,986695492;-1,09876572
0,667;0,075426098;0,735039384;-1,026367484;-1,065900369
0,667;-0,05988144;0,573919201;-1,026367484;-1,000169668
0,667;-0,161362094;0,231538811;-1,085875472;-0,770112212
0,01;-0,398150286;0,312098903;-1,085875472;-0,704381511
0,01;-0,330496517;0,432939041;-1,04620348;-0,737246862
0,01;-0,364323402;0,352378949;-1,04620348;-0,704381511
0,02;-0,026054556;0,795459453;-1,036285482;-0,835842914
0,02;0,244560521;1,016999705;-1,036285482;-0,868708265
0,02;0,143079867;0,77531943;-1,036285482;-0,967304317
0,01;0,143079867;0,030138582;-1,056121478;-1,000169668
0,01;0,278387406;0,191258765;-1,075957474;-0,868708265
0,01;0,278387406;0,030138582;-1,085875472;-0,868708265
4,667;0,921098213;2,326101196;-0,689155554;0,511636468
4,667;-0,05988144;7,542367134;-0,213091652;2,220634709
4,667;-1,920360093;2,164981012;-0,361861621;3,633844792
5,333;-0,026054556;4,239403374;-0,12382967;2,877941724
5,333;-3,983800053;2,507361402;0,233218256;5,375708384
5,333;-6,588470166;-0,030281487;0,530758195;5,901553996
5,667;-6,791431473;-0,211541693;0,828298134;5,540035138
5,667;-3,679358091;0,29195888;1,205182056;4,981324175
5,667;-4,017626937;-0,332381831;0,907642118;4,291151808
5,333;-3,81466563;-0,654622198;0,253054252;3,403787337
5,333;-1,209995516;-0,614342152;0,41174222;4,192555756
5,333;-1,176168632;-0,553922083;0,69936416;4,586939965
0,06;-1,582091247;-0,030281487;0,947314109;4,258286457
0,06;-1,345303055;-0,3928019;1,006822097;3,896767599
0,06;-1,920360093;0,130838697;1,691163956;3,305191285
4,667;-1,007034209;0,271818857;1,879605917;2,615018918
4,667;-0,634938478;0,211398788;2,008539891;2,056307955
4,667;-1,040861093;-0,251821739;1,512639993;2,089173306
0,03;-0,465804055;-0,553922083;1,413460013;1,43186629
0,03;-0,634938478;-0,835882404;1,482885999;1,464731641
0,03;-0,905553555;-0,856022427;1,512639993;1,497596992
4,333;-0,837899786;-0,513642037;1,591983976;1,530462342
4,333;-0,837899786;-0,312241808;1,601901974;1,760519798
4,333;-0,12753521;-0,3928019;1,393624017;2,089173306
0,04;0,210733636;-0,574062106;1,314280034;2,25350006
0,04;-0,296669633;-0,513642037;1,165510064;2,089173306
0,04;-0,905553555;-0,513642037;1,056412087;1,957711903
0,04;-0,837899786;-0,372661877;1,016740095;1,924846552
0,04;-0,431977171;-0,53378206;0,927478113;1,891981201
0,04;0,447521829;-0,433081945;0,818380136;1,891981201
4,333;0,244560521;-0,513642037;0,768790146;2,122038656
4,333;-0,634938478;-0,795602358;0,729118154;2,122038656
4,333;-2,157148285;-0,896302473;0,381988226;1,760519798
5,667;0,853444444;-0,916442496;0,441496214;1,629058395
5,667;1,631462789;-0,956722542;0,510922199;1,957711903
5,667;1,766770327;-1,037282633;0,679528165;2,122038656
1,667;2,341827365;-1,137982748;0,719200156;2,187769358
1,667;1,969731635;-1,137982748;0,451414212;2,187769358
